Comment,Sentiment,Themes,Date,Score,Sentiment
"Great app. Great app, easy to use and good rates!",0.97,"'app quality : app easy' , 'ease of use : easy to use' , 'interest rates : good interest rates' , 'app quality : great app'",10/01/2018,5,0.97
Efficient and great service. Efficient and great service,0.93,'customer service : good service',10/01/2018,5,0.93
"The sample taste good but the proof of the pudding is yet to be tasted.. Very easy to deal with if have even basic confidence to use a smart phone. Good communications. 

Best of all the staff act like normal people talking to normal people.

HOWEVER the proof of the pudding is yet to be tasted. Is Atom going to change the elitist, cartel-acting-like club of the banks and offer a significantly better deal than the rest. Branson said that he would, but all Virgin has provided is free coffee - what we want is a smaller gap between lending and borrowing not free coffee and certainly not ultra highly paid executives and bonuses. I for one will support any bank that saves on overheads (property, salary and bonuses) and give the savings to the customers with better rates.

Atom - so far it looks interesting - will you really buck the normal or will you just be another Virgin style marketing and advertising ploy.",0.28,"'customer service : good communication' , 'ease of use : easy to use' , 'interest rates : better rates' , 'customer service : staff' , 'device : smart phone'",10/01/2018,5,0.28
"I only use the fixed term savings …. I only use the fixed term savings products. I have found that the opening, funding and closure processes are all very simple and well designed. The app is very cool.",0.64,"'ease of use : easy to use' , 'savings account : fixed term savings'",10/01/2018,5,0.64
Great rates and superb service. Great rates and superb service. Can't find a fault in process or service,0.96,"'interest rates : good interest rates' , 'customer service : good service'",13/01/2018,5,0.96
"Very disappointed with Atom Bank. Very disappointed with Atom Bank.  Having opened a savings account for myself very easily a few weeks ago, my son who has just turned 18 had some savings and I suggested Atom Bank.  Today he was unable to open a savings account as he didnt have enough of a credit history and they said (via the chat line) that they couldnt verify he was who he said he was.  He is a student at school.  He has 2 bank accounts.  Is on the electoral roll.  Has lived in the same house since birth.  He has a National Insurance Number.  This is not enough for Atom Bank!?  No he has no debt.  No he has no credit card. No he has no utility bills.  This its seems is a problem!  Discrimination against the youth of today.",-0.74,"'accounts : bank account' , 'opening accounts : open savings account' , 'accounts : debit card' , 'ease of use : easy to use' , 'overall experience : disappointed'",14/01/2018,1,-0.74
"Excellent app. Excellent app, easy to use and great interest terms.",0.97,"'app quality : app easy' , 'ease of use : easy to use' , 'interest rates : good interest rates' , 'app quality : great app'",17/01/2018,5,0.97
"Quick. Quick, easy, different",0.54,'other',17/01/2018,5,0.54
"Could have been even better. The only reason i didnt give the full 5 stars is that i opened a fixed rate saver and deposited my money, but i was disappointed that there was no indication or information that the interest rate was to go up by 0.1 % within 48 hours of my deposit window closing therefore losing me £40 over the 2 year fixed term. Im still getting a better rate than i was before but it would have been better had i known.",0.02,"'savings account : deposit money' , 'savings account : deposit window' , 'overall experience : disappointed' , 'opening accounts : open fixed saver' , 'savings account : fixed term savings' , 'savings account : year fixed' , 'interest rates : better rates'",17/01/2018,4,0.02
"First Class Service. Excellent, helpful customer service when I opened the account and had a couple of queries regarding funding it. Am impressed with the professionalism of staff and competitiveness of products.",0.42,"'opening accounts : open an account' , 'customer service : staff'",17/01/2018,5,0.42
Unbelievably easy to set up and …. Unbelievably easy to set up and manage...fantastic,0.97,'ease of use : easy to setup',18/01/2018,5,0.97
It's been very easy.. It's been very easy.,0.71,'ease of use : easy to use',18/01/2018,5,0.71
Idiot proof!!. Idiot proof!!,-0.64,'other',24/01/2018,5,-0.64
Very easy to open account. Very easy to open account.  Had 1 small query which was answered promptly.,0.53,"'opening accounts : easy to open an account' , 'opening accounts : open an account' , 'ease of use : easy to use'",24/01/2018,5,0.53
So easy to set up the account and very …. So easy to set up the account and very good interest rates,0.77,"'ease of use : easy to set up an account' , 'interest rates : good interest rates'",24/01/2018,5,0.77
Easy to download and use the app. Easy to download and use the app. Using the app is very straight forward - easy to check balance.,0.9,"'ease of use : very quick and easy' , 'ease of use : easy to use' , 'use the app : use the app'",24/01/2018,5,0.9
I’ve only just opened my account it was …. I’ve only just opened my account it was really easy and quiet enjoyable. Hope this continues,0.78,"'opening accounts : easy to open an account' , 'opening accounts : open an account'",24/01/2018,4,0.78
Great service easy set up. Great service easy set up,0.96,"'ease of use : service easy' , 'ease of use : easy to setup' , 'customer service : good service'",24/01/2018,5,0.96
Very quick and easy to join. Very quick and easy to join. Liked the app and also the 24hr help desk. Plus like to support businesses in my home town.,0.97,"'ease of use : straightforward process' , 'ease of use : easy to setup' , 'ease of use : easy to use'",24/01/2018,5,0.97
Easy to use app. Easy to use app,0.83,"'ease of use : easy to use' , 'use the app : use the app'",24/01/2018,5,0.83
Quite easy to join for someone not very …. Quite easy to join for someone not very technical,0.12,'ease of use : easy to setup',25/01/2018,4,0.12
"I’m really old school and use to leave …. I’m really old school and use to leave my money with the big banks getting zero interest. Atom has sent me into the future.
Easy to open the app only account on your phone with someone on hand to help 24/7 on the phones. I’d highly recommend and don’t let the big banks keep your money while all it does is devalue year on year with them.
LB",0.71,"'opening accounts : open an account' , 'ease of use : easy to open'",25/01/2018,5,0.71
Creating my account was trouble some. Staff helpful.. Creating my account was trouble some. Pre filled fields a caused issues so I had to call the support team who were very helpful.,0.02,'customer service : helpful staff',25/01/2018,3,0.02
