Comment,Sentiment,Themes,Date,Store,LEGACY - App Version,Score,Response contains,LEGACY - Device,LEGACY - Andriod OS Version,LEGACY - Topics,LEGACY - Custom Topics,Sentiment
"I have been using the app fine on my Motorola phone and was looking to move the app to my tablet as not required every day, only to find it's not compatible with Android 5.1 not good for those with slightly older devices.",-0.3,'access the app : using this app',20/12/2016,Google Play,1.3.3,3,"I have been using the app fine on my Motorola phone and was looking to move the app to my tablet as not required every day, only to find it's not compatible with Android 5.1 not good for those with slightly older devices.",,0,,,-0.3
"Hmm Although its early I was expecting more, also Unity... Is it just me or are there not additional security concerns when using a massive framework which is not normally used for 'secure applications'. Because of that I am not sure I will be using it.",-0.08,'access the app',15/09/2016,Google Play,1.2.2,2,"Hmm Although its early I was expecting more, also Unity... Is it just me or are there not additional security concerns when using a massive framework which is not normally used for 'secure applications'. Because of that I am not sure I will be using it.",,1,,,-0.08
great,0,'nothing',23/02/2019,Google Play,2.6,5,great,,0,,,0
Struggling to log into your account using the app on an app based bank service is not acceptable. If you can't serve the customers you have perhaps you shouldn't take on more customers,-0.57,"'banking services : app based bank' , 'banking services : internet bank' , 'access the app : using this app' , 'authentication : logging in'",22/08/2019,Google Play,2.6.3,1,Struggling to log into your account using the app on an app based bank service is not acceptable. If you can't serve the customers you have perhaps you shouldn't take on more customers,,1,,,-0.57
Brilliant app and love the concept. I opened up an account and have been using face recognition. Very refreshingly straight forward. As long as the savings accounts stay fairly competitive with the interest rates I will save much more as fully protected by FSC. No need for all those irritating passwords. Really hope this bank goes from strength to strength and knocks the rip off main ones out of the water. We need savings rates of at least 6% as they used to be. Highly recommend.,0.07,"'account admin : savings account' , 'authentication : face recognition' , 'app quality : excellent app' , 'app quality : annoying' , 'updates and versions : compared to previous version' , 'interest rates : savings rates'",04/03/2017,Google Play,1.5.2,5,Brilliant app and love the concept. I opened up an account and have been using face recognition. Very refreshingly straight forward. As long as the savings accounts stay fairly competitive with the interest rates I will save much more as fully protected by FSC. No need for all those irritating passwords. Really hope this bank goes from strength to strength and knocks the rip off main ones out of the water. We need savings rates of at least 6% as they used to be. Highly recommend.,,1,,,0.07
"It gets up to the point of taking my ID photo, then it just freezes!",-0.51,'other',13/09/2016,Google Play,1.2.2,1,"It gets up to the point of taking my ID photo, then it just freezes!",,0,,,-0.51
"I join the other 207 one star reviews who find the app rubbish with recognition logging in and difficulties managing their money. It really is time (one year later), that you Atom get it sorted.",-0.2,'authentication : logging in',03/09/2018,Google Play,2.3,1,"I join the other 207 one star reviews who find the app rubbish with recognition logging in and difficulties managing their money. It really is time (one year later), that you Atom get it sorted.",,0,,,-0.2
Couldn't use it with you Sony tablet. Wouldn't work with the picture selfie. Can only assume it's designed for phones or apple ipad. Was keen to open and account couldnt,-0.41,'authentication : face recognition',14/03/2017,Google Play,,1,Couldn't use it with you Sony tablet. Wouldn't work with the picture selfie. Can only assume it's designed for phones or apple ipad. Was keen to open and account couldnt,,0,,,-0.41
"Missing App need help, your app has disappeared from my phone ....help please",-0.11,'customer support : help',15/02/2019,Google Play,,3,"Missing App need help, your app has disappeared from my phone ....help please",,0,,,-0.11
"Face recognition won't work, Voice recognition won't work Forgot my 
passcode Looks like I'm stuffed.",-0.55,"'authentication : voice recognition' , 'authentication : face recognition not working'",25/05/2018,Google Play,2.2.2,1,"Face recognition won't work, Voice recognition won't work Forgot my 
passcode Looks like I'm stuffed.",,4,,,-0.55
App crashes repeatedly on trying to login Awful,-0.95,"'app functionality : app crashes' , 'authentication : logging in'",14/06/2017,Google Play,1.7.2,1,App crashes repeatedly on trying to login Awful,,1,,,-0.95
"This app is of a very poor standard.  It has frozen on the ""you have been logged out"" screen and the log back in is not working.  Really dissapointed with you Atom. This is Day 2 of being a customer",-0.52,'app quality : very poor',22/11/2017,Google Play,1.9,1,"This app is of a very poor standard.  It has frozen on the ""you have been logged out"" screen and the log back in is not working.  Really dissapointed with you Atom. This is Day 2 of being a customer",,1,,,-0.52
No fuss . Just does what it is meant to.,0.36,'other',27/04/2018,Google Play,,5,No fuss . Just does what it is meant to.,,0,,,0.36
smooth and effortless,0.64,'other',04/07/2019,Google Play,2.6.2,5,smooth and effortless,,0,,,0.64
"I am surprised people have had problems. I have been Moe than happy with it 
for over a year. Initial registration may take a while but surely that is 
worthwhile for the security. I like the way it's possible to choose which 
form of security to use. I have always found it easy to invest and was 
impressed with the speed and efficiency of withdrawals.",0.92,"'app functionality : found it user friendly' , 'works well : quick'",02/07/2018,Google Play,2.2.4,5,"I am surprised people have had problems. I have been Moe than happy with it 
for over a year. Initial registration may take a while but surely that is 
worthwhile for the security. I like the way it's possible to choose which 
form of security to use. I have always found it easy to invest and was 
impressed with the speed and efficiency of withdrawals.",Samsung Galaxy Tab S2/Galaxy Tab S2 8.0 SM-T713,24,"Complexity, Design & UX, Performance, Satisfied users, Security & Accounts, Use cases","Biometrics, Biometrics Copy",0.92
